EE01;Carrera;COMISIÓN;D;CAP Capacidades;COM COMPETENCIAS;¿Cómo enseñan los contenidos? Puedes seleccionar más de una;DA Dificultades de Aprendizaje;HT Herramientas Tecnológicas;EVA Tipo de Evaluacion;DEa Afinamiento de Conceptos;¿De qué manera lo hacen? Puedes seleccionar más de una;APR Formas que aprendo
6/9/202415:56:10;IEM;X11;FÍSICA I;CAP01c;COM01,COM02,COM03,COM04,COM05,COM06,COM07;EE01,EE02,EE03,EE04,EE05,EE06,EE07,EE08,EE09,EE10;DA01a;HT01b;EVA01b,EVA01d,EVA01f,EVA01g,EVA01j,EVA02c;DEa02;DEb01,DEb04;APRa,APRb,APRc,APRe,APRf
27/8/202411:07:34;ISI;D;ÁLGEBRA Y GEOMETRÍA ANALÍTICA;CAP01d;COM01,COM04,COM05;EE01,EE06,EE10;DA02a;HT01i,HT01l;EVA01a,EVA01b,EVA01f,EVA02c;DEa02;DEb01,DEb03,DEb04;APRb,APRc,APRd
2/9/202418:31:56;IQ;1;INGLÉS;CAP01b;COM03,COM04,COM05;EE04,EE10;DA02b;HT01a,HT01b,HT01i;EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb05;APRa,APRb,APRe
2/9/202418:32:39;IQ;1;INGLÉS;CAP01a;COM01,COM05;EE05,EE08,EE10;DA01a;HT01i;EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb04;APRc,APRe
2/9/202418:32:55;IQ;1;INGLÉS;CAP02b;COM04,COM05;EE03,EE08;DA01a;HT01a,HT01i;EVA01d,EVA02c;DEa02;DEb01,DEb04,DEb06;APRa,APRb,APRe
3/9/202407:48:40;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM02,COM04,COM06;EE02,EE05,EE07,EE09;DA01a;HT01b,HT01i;EVA01a,EVA01b,EVA01f,EVA02c;DEa01;DEb01,DEb02,DEb03,DEb04,DEb05;APRb,APRd,APRe
3/9/202407:49:20;ISI;A;ANÁLISIS MATEMÁTICO;CAP01b;COM01,COM03;EE04,EE10;DA02a;HT02;EVA01a,EVA01b,EVA02b;DEa01;DEb01;APRb
3/9/202407:49:34;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM03;EE01,EE10;DA01a;HT01a;EVA01a,EVA01b,EVA02b;DEa03;;APRa,APRc
3/9/202407:49:44;ISI;A;ANÁLISIS MATEMÁTICO;CAP02d;COM05;EE08,EE10;DA02b;HT02;EVA01b,EVA02b;DEa03;;APRc,APRe,APRf
3/9/202407:49:46;ISI;A;ANÁLISIS MATEMÁTICO;CAP01b;COM01,COM04,COM06;EE05,EE08,EE10;DA01a;HT01f,HT01i;EVA01a,EVA01c,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb02;APRb,APRc,APRf
3/9/202407:50:03;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM02,COM05,COM06;EE03,EE05,EE09;DA01a;HT01b;EVA01b,EVA01c,EVA01d,EVA01f,EVA02a;DEa01;DEb01,DEb02,DEb03,DEb04,DEb05,DEb06;APRa,APRd,APRe
3/9/202407:50:04;ISI;A;ANÁLISIS MATEMÁTICO;CAP01b;COM01;EE10;DA01a;HT01a;EVA01a,EVA01c,EVA02c;DEa01;DEb01;APRb
3/9/202407:50:05;ISI;A;ANÁLISIS MATEMÁTICO;CAP01c;COM01,COM03;EE01,EE08,EE10;DA01a;HT01e,HT01f,HT01i;EVA01a,EVA01c,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb04;APRa,APRb,APRf
3/9/202407:50:09;ISI;A;ANÁLISIS MATEMÁTICO;CAP02a;COM01,COM03;EE10;DA01a;HT01a;EVA01a,EVA01b,EVA01f,EVA02c;DEa01;DEb01;APRb
3/9/202407:50:11;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM08;EE10;DA03,;HT02;EVA01a,EVA01c,EVA02b;DEa02;DEb01;APRb
3/9/202407:50:18;ISI;1k1A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM02,COM03;EE03,EE10;DA01a;HT01i,;EVA01a,EVA01b,EVA01c,EVA01f,EVA01h,EVA02c;DEa01;DEb01;APRb
3/9/202407:50:20;ISI;1;ANÁLISIS MATEMÁTICO;CAP02a;COM01;EE03;DA03,;powerpoint;EVA01b,EVA02c;DEa03;;APRb
3/9/202407:50:34;ISI;1A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM03,COM04;EE03,EE05,EE10;DA02a;HT01a;EVA01a,EVA01c,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb06;APRb,APRc,APRd
3/9/202407:50:35;ISI;A1;ANÁLISIS MATEMÁTICO;CAP02a;COM01,COM02;EE03,EE05,EE08,EE10;DA01b;HT02;EVA01a,EVA01c,EVA01d,EVA01f,EVA02b;DEa01;DEb01,DEb04;APRa,APRb,APRf
3/9/202407:50:38;ISI;A;ANÁLISIS MATEMÁTICO;CAP01c;COM01,COM05;EE01,EE03,EE10;DA01b;HT01i;EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb01;APRb
3/9/202407:50:40;ISI;A;ANÁLISIS MATEMÁTICO;CAP02a;COM03;EE03,EE04,EE08;DA03,;HT01a,HT01f;EVA01a,EVA01c,EVA01d,EVA01f,EVA02b;DEa02;DEb01,DEb06;APRe,APRf
3/9/202407:50:41;ISI;A;ANÁLISIS MATEMÁTICO;CAP02a;COM08;EE10;DA02b;HT02;EVA01a,EVA01c,EVA01d,EVA02b;DEa02;DEb03,DEb04;APRc,APRe,APRf
3/9/202407:50:47;ISI;A;ANÁLISIS MATEMÁTICO;CAP01b;COM01;EE03;DA02b;HT01a;EVA01b,EVA01d,EVA02c;DEa01;DEb02;APRb,APRd
3/9/202407:50:48;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01;EE06,EE10;DA02b;HT01a,HT01i;EVA01a,EVA01c,EVA01d,EVA01f,EVA02b;DEa01;DEb01;APRb
3/9/202407:50:49;ISI;A;ANÁLISIS MATEMÁTICO;CAP02b;COM01,COM02,COM05;EE03,EE05,EE10;DA02a;HT01a,HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,Todoslosanteriores;DEa01;DEb01,DEb04;APRb,APRc
3/9/202407:50:50;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02b;COM01;EE04,EE08,EE10;DA02b;HT01e,HT01i;EVA01a,EVA01f,EVA02a;DEa03;;APRa,APRb
3/9/202407:50:55;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM03;EE01,EE03,EE08,EE10;DA02a;HT01i;EVA01a,EVA01c,EVA01f,EVA02c;DEa02;DEb02,DEb03,DEb05;APRa,APRb,APRf
3/9/202407:50:57;ISI;A;ANÁLISIS MATEMÁTICO;CAP01c;COM01,COM03,COM04;EE04,EE08,EE10;DA03,;HT01a,HT01i;EVA01a,EVA01c,EVA01d,EVA01f,EVA02b;DEa01;DEb01,DEb02,DEb03,DEb04,DEb05;APRa,APRb,APRc,APRe
3/9/202407:51:03;ISI;1;ANÁLISIS MATEMÁTICO;CAP01b;COM05;EE05;DA01a;HT01b;EVA01a,EVA01c,EVA02b;DEa02;DEb01,DEb02;APRa,APRb,APRc,APRd,APRe,APRf
3/9/202407:51:04;ISI;ISIA;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM03,COM05;EE03,EE08,EE10;DA02a;HT01a;EVA01a,EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb04,DEb05;APRa,APRb,APRc
3/9/202407:51:06;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM03,COM05;EE08,EE10;DA02b;HT02;EVA01a,EVA01c,EVA01f,EVA02a;DEa02;DEb04,DEb06;APRb,APRc
3/9/202407:51:06;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM03,COM06;EE03,EE04,EE05,EE08,EE10;DA02c;HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb01,DEb06;APRa,APRb,APRc,APRe,APRf
3/9/202407:51:09;ISI;isiak11;ANÁLISIS MATEMÁTICO;CAP02b;COM01,COM03;EE01,EE10;DA01a;HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA01h,EVA02c;DEa01;DEb04;APRc,APRf
3/9/202407:51:12;ISI;1roA;ANÁLISIS MATEMÁTICO;CAP01b;COM01;EE01,EE10;DA01a;HT01i;EVA01a,EVA01c,EVA01d,EVA01h,EVA02a;DEa02;DEb02,DEb03;APRa,APRb,APRc
3/9/202407:51:15;ISI;A;ANÁLISIS MATEMÁTICO;CAP02a;COM01;EE10;DA02b;HT01i;EVA01a,EVA01d,EVA02c;DEa02;DEb01;APRa,APRb
3/9/202407:51:16;ISI;A;ANÁLISIS MATEMÁTICO;CAP02a;COM01;EE04,EE08;DA02b;HT01a;EVA01a,EVA01c,EVA01d,EVA01f,EVA02b;DEa01;DEb01,DEb04,DEb05,DEb06;APRb,APRc
3/9/202407:51:16;ISI;1;ANÁLISIS MATEMÁTICO;CAP01a;COM01;EE04,EE08,EE10;DA02a;HT01a,HT01i;EVA01a,EVA01c,EVA02b;DEa01;DEb01,DEb02;APRa,APRb,APRc
3/9/202407:51:22;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM01,COM02,COM03,COM04,COM05;EE01,EE02,EE06;DA01a;HT01a,HT01b,HT01e,HT01f,HT01i,HT01k;EVA01c,EVA01d,EVA01f,EVA01h,EVA02a;DEa02;DEb01;APRa,APRb,APRe
3/9/202407:51:22;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM03;EE04,EE10;DA02b;HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02a;DEa01;DEb01,DEb02;APRa,APRb
3/9/202407:51:24;ISI;1;ANÁLISIS MATEMÁTICO;CAP02c;COM03,COM06;EE01;DA02b;HT01g,HT01i,;EVA01a,EVA01c,EVA01d,EVA01f,EVA02a;DEa02;DEb02,DEb03,DEb04,DEb05;APRa,APRb,APRf
3/9/202407:51:24;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM02,COM03,COM04,COM05;EE01,EE05,EE08,EE10;DA01a;HT01i;EVA01a,EVA01c,EVA01d,EVA02c;DEa01;DEb01,DEb02,DEb04,DEb05;APRb,APRc,APRe
3/9/202407:51:30;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM02,COM04;EE05,EE10;DA01a;HT01a,HT01b,HT01i,HT01l;EVA01b,EVA01d,EVA02c;DEa02;DEb06;APRb,APRc
3/9/202407:51:31;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM03,COM04;EE04,EE06,EE08,EE10;DA03,;HT01a,HT01b,HT01i,HT01k;EVA01c,EVA01d,EVA01f,EVA02c;DEa03;;APRa,APRb,APRe
3/9/202407:51:32;ISI;1,1;ANÁLISIS MATEMÁTICO;AVECES,Durantelaclase;COM02,COM03;EE08,EE10;DA02a;HT01i;EVA01a,EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb01,DEb02,DEb04,DEb05;APRb,APRd
3/9/202407:51:48;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM03;EE01,EE03,EE05,EE10;DA02a;HT01a,HT01e,HT01i;EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb03,DEb06;APRb,APRf
3/9/202407:51:53;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01c;COM01,COM02,COM03,COM04;EE01,EE10;DA01a;HT01a,HT01b,HT01i,HT01k;EVA01a,EVA01c,EVA02b;DEa01;DEb01;APRa,APRb
3/9/202407:52:04;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01b;COM01,COM02,COM04,COM06,COM07;EE03,EE05;DA02b;HT01a,HT01b,HT01i,HT01k;EVA01a,EVA01c,EVA01e,EVA01f,EVA02b;DEa02;DEb01;APRc,APRe,APRf
3/9/202407:52:13;ISI;A;ANÁLISIS MATEMÁTICO;CAP01b;COM03;EE05,EE08,EE10;DA01a;HT01b;EVA01a,EVA01b,EVA02c;DEa02;DEb01;APRa,APRb,APRe
3/9/202407:52:16;ISI;1;ALGORITMO Y ESTRUCTURA DE DATOS;CAP03;COM04;EE03,Trabajoenequipoogrupal;DA03,;HT01a,HT01k;EVA01a,EVA01c,EVA02b;DEa03;;APRa,APRf
3/9/202407:52:16;ISI;A;ANÁLISIS MATEMÁTICO;CAP03;COM03;EE05;DA03,;HT01i;EVA01a,EVA01c,EVA01d,;DEa02;DEb01,DEb04;APRa
3/9/202407:52:20;ISI;ISIAK11;ANÁLISIS MATEMÁTICO;CAP02d;COM08;EE03,EE10;DA01b;HT01i;EVA01b,EVA01c,EVA01f,EVA02b;DEa02;DEb01,DEb04;APRb,APRc
3/9/202407:52:20;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM02,COM03;EE05,EE08,EE10;DA02b;HT01i;EVA01b,EVA01d,EVA01f,EVA02c;DEa02;DEb01;APRa,APRb
3/9/202407:52:23;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM01,COM03,COM04;EE01,EE04;DA01a;HT01a,HT01e,HT01i;EVA01a,EVA01b,EVA02b;DEa01;DEb01,DEb06;APRa,APRb
3/9/202407:52:27;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01b;COM01,COM02,COM03,COM04;EE01,EE04,EE05,EE06;DA01a;HT01a,HT01b,HT01f,HT01i,HT01l;EVA01a,EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb01;APRb,APRc,APRf
3/9/202407:52:31;ISI;A;ANÁLISIS MATEMÁTICO;CAP03;COM01;EE05,EE08;DA01c;HT01i;EVA01a,EVA02a;DEa02;DEb03;APRa,APRb,APRc
3/9/202407:52:33;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM05;EE10;DA02a;HT02;EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb03,DEb04,DEb06;APRa,APRb
3/9/202407:52:44;ISI;A;ANÁLISIS MATEMÁTICO;CAP02d;COM01,COM02,COM03,COM05;EE04,EE10;DA02a;HT01i;EVA01b,EVA01c,EVA01d,EVA01f,EVA01h,EVA02c;DEa03;;APRb,APRd
3/9/202407:52:45;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM02,COM03;EE03,EE04,EE05,EE10;DA01a;HT01e;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb04;APRa,APRb
3/9/202407:52:47;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01b;COM02,COM06;EE03,EE10;DA02b;HT01a,HT01i,HT01k;EVA01b,EVA02b;DEa01;DEb01;APRf
3/9/202407:52:47;ISI;A1;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01b;COM01,COM03,COM04;EE04,EE06,EE08;DA03,;HT01a,HT01b,HT01i;EVA01c,EVA01d,EVA02c;DEa03;;APRb,APRc,APRe,APRf
3/9/202407:52:52;ISI;A;ANÁLISIS MATEMÁTICO;CAP02a;COM01;EE10;DA02b;HT02;EVA01a,EVA01c,EVA01d,EVA01f,EVA02c;DEa03;;APRb
3/9/202407:52:53;ISI;A;ANÁLISIS MATEMÁTICO;CAP02a;COM01;EE08,EE10;DA03,;HT01i;EVA01b,EVA02b;DEa03;;APRd
3/9/202407:52:55;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM01,COM02,COM03,COM04,COM05;EE01,EE02,EE03,EE04;DA03,;HT01a,HT01e,HT01f,HT01i;EVA01a,EVA01c,EVA01d,EVA02b;DEa03;;APRb,APRc,APRd
3/9/202407:52:57;ISI;1;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01c;COM01;EE04;DA02a;HT01b;EVA01a,EVA01c,EVA02c;DEa02;DEb01,DEb02,DEb03;APRa,APRb,APRc,APRd,APRe,APRf
3/9/202407:53:01;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM01,COM02,COM03,COM04;EE04,EE06,EE08,EE09,EE10;DA02b;HT01a,HT01b,HT01i,HT01k;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb01,DEb02,DEb03,DEb05;APRc,APRe,APRf
3/9/202407:53:02;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01b;COM01,COM02,COM03,COM04;EE01,EE02,EE04,EE05,EE06,EE08,EE10;DA02b;HT01a,HT01b,HT01e,HT01i,HT01k,HT01l;EVA01a,EVA01c,EVA01d,EVA02b;DEa02;DEb02,DEb04;APRb,APRc,APRf
3/9/202407:53:02;ISI;ISIA;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM05;EE08,EE10;DA02a;HT01a,HT01i;EVA01b,EVA01d,EVA01f,EVA02c;DEa02;DEb01,DEb02,DEb03,DEb04,DEb05;APRa,APRb
3/9/202407:53:10;ISI;k11;ANÁLISIS MATEMÁTICO;CAP01c;COM01,COM03;EE10;DA01a;HT02;EVA01a,EVA01c,EVA02c;DEa02;DEb01,DEb06;APRb
3/9/202407:53:11;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM08;EE03;DA03,;HT01a,HT01b,HT01e,HT01f,HT01i,HT01k;EVA01a,EVA01b,EVA01c,EVA01d,EVA02c;DEa03;;APRa,APRb,APRc,APRd,APRe,APRf
3/9/202407:53:15;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02b;COM01,COM03,COM04;EE01,EE06,EE08,EE10;DA02b;HT01a,HT01b,HT01e,HT01i,HT01k,HT01l;EVA01c,EVA01d,EVA01f,EVA02b;DEa03;;APRb,APRc,APRd
3/9/202407:53:22;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01;EE05,EE08,EE10;DA03,;Eltelevisor;EVA01a,EVA01b,EVA02a;DEa02;DEb04;APRa,APRb,APRc
3/9/202407:53:23;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM08;EE08,EE10;DA01b;HT01a;EVA01a,EVA01b,EVA01c,EVA01d,EVA02a;DEa01;DEb01,DEb05;APRa,APRb,APRc,APRd,APRe
3/9/202407:53:33;ISI;1;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM03,COM06;EE01,EE02,EE04,Trabajoenequipoogrupal;DA02b;HT01b,HT01g,HT01i,HT01l;EVA01a,EVA01b,EVA02b;DEa02;DEb01,DEb03;APRf
3/9/202407:53:37;ISI;A;FÍSICA I;CAP01a;COM03,COM06,COM07;EE01,EE07,EE09;DA01a;HT01a,HT01e,HT01i;EVA01b,EVA01d,EVA01f,EVA01h,EVA02c;DEa01;DEb01,DEb06;APRa,APRc,APRf
3/9/202407:53:39;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP03;COM08;EE03,EE08;DA03,;HT01i;EVA01a,EVA01c,EVA02b;DEa02;DEb01;APRd,APRe
3/9/202407:53:42;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01b;COM01,COM03,COM04;EE01,EE02,EE06,EE08;DA03,;HT01a,HT01b,HT01f,HT01i;EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb01;APRb,APRf
3/9/202407:53:44;ISI;isiak11;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02b;COM01;EE06,EE10;DA03,;HT01b,HT01i,HT01k;EVA01a,EVA01b,EVA01c,EVA02b;DEa03;;APRb,APRf
3/9/202407:53:46;ISI;1A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM01,COM03,COM04;EE03,EE05,EE10;DA01a;HT01a,HT01b,HT01i,HT01k;EVA01a,EVA01c,EVA01d,EVA01f,EVA02c;DEa01;DEb01;APRb,APRd,APRe
3/9/202407:53:58;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02b;COM01,COM03;EE01,EE04,EE10;DA03,;HT01a,HT01b,HT01i,HT01k;EVA01b,EVA01d,EVA02c;DEa03;;APRb,APRc
3/9/202407:54:04;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP03;COM08;EE08;DA03,;HT01b,HT01i,HT01k;EVA01b,EVA01c,EVA02b;DEa03;;APRb,APRc,APRd
3/9/202407:54:07;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM01,COM02,COM04;EE05,EE06,EE08;DA03,;HT01a,HT01i;EVA01d,EVA02c;DEa03;;APRe,APRf
3/9/202407:54:08;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM08;EE04,EE08;DA03,;HT01a,HT01b,HT01i;EVA01a,EVA01c,EVA01d,EVA01f,EVA02b;DEa02;DEb01;APRb
3/9/202407:54:18;ISI;1k1A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02b;COM03;EE01,EE02,EE06,EE09;DA02b;HT01b;EVA01b,EVA01d,EVA02c;DEa03;;APRa,APRc
3/9/202407:54:21;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02b;COM01;EE03,EE04,EE06;DA02b;HT01a,HT01f,HT01i;EVA01a,EVA01c,EVA02c;DEa02;DEb01;APRb,APRc,APRe
3/9/202407:54:22;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01b;COM01,COM06,COM07;EE01,EE04,EE09,EE10;DA02b;HT01a,HT01b,HT01i;EVA01c,EVA01d,EVA01f,EVA01h,EVA02b;DEa02;DEb01;APRc,APRf,
3/9/202407:54:26;ISI;ISIAK11;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM01,COM02,COM03,COM05;EE03,EE08,EE10;DA02b;HT01a,HT01b,HT01f,HT01i;EVA01b,EVA01c,EVA01d,EVA02b;DEa02;DEb03,DEb04;APRb,APRc,APRd
3/9/202407:54:29;IQ;A;QUÍMICA;CAP02d;COM01,COM02,COM03,COM04,COM05,COM06;EE02,EE03,EE04,EE06,EE09;DA02a;HT01a;EVA01b,EVA02c;DEa03;;APRc,APRd,APRf
3/9/202407:54:38;ISI;11:00 a. m.;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM01,COM02,COM03,COM04,COM06;EE01,EE02,EE03,EE05,EE06,EE07,EE10;DA02b;HT01a,HT01b,HT01e,HT01i,HT01k,HT01l;EVA01a,EVA01c,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb02,DEb05;APRc,APRd,APRf
3/9/202407:54:43;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM01,COM02,COM03,COM04,COM05;EE01,EE02,EE04,EE06,EE07,EE10;DA01a;HT01a,HT01i,HT01k;EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb01,DEb03,DEb04,DEb06;APRa,APRb,APRc,APRe
3/9/202407:54:47;ISI;AK11;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM02,COM03;EE10;DA01a;HT02;EVA01a,EVA01c,EVA02c;DEa01;DEb01;APRb
3/9/202407:54:48;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM01,COM03,COM04;EE02,EE05,EE08;DA03,;HT01b,HT01i;EVA01a,EVA01c,EVA02a;DEa03;;APRa,APRb
3/9/202407:54:49;IQ;IQA;QUÍMICA;CAP01b;COM01,COM04,COM06;EE06,EE08,EE09,EE10;DA02b;HT01a;EVA01b,EVA01d,EVA02c;DEa03;;APRb
3/9/202407:54:58;IQ;A;QUÍMICA;CAP02a;COM01,COM03,COM04,COM06;EE02,EE06,EE08;DA01b;HT01a,HT01b;EVA01b,EVA01d,EVA01e,EVA01f,EVA01h,EVA02c;DEa03;;APRa,APRb
3/9/202407:55:00;ISI;A;ANÁLISIS MATEMÁTICO;CAP01b;COM01,COM02;EE03,EE04,EE05;DA01a;HT01a,HT01i;EVA01a,EVA01c,EVA01f,EVA02a;DEa01;DEb01;APRa,APRe
3/9/202407:55:02;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02b;COM03,COM04;EE05,EE06;DA03,;HT01b,HT01e,HT01i;EVA01b,EVA01d,EVA02b;DEa03;;APRa,APRb,APRc,APRf
3/9/202407:55:05;ISI;ISIA;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01a;COM01,COM03,COM04,COM05;EE01,EE04,EE05,EE06,EE08,EE09;DA02a;HT01a,HT01b,HT01i;EVA01a,EVA01b,EVA01c,EVA01d,EVA01f,EVA02c;DEa02;DEb01;APRa,APRb,APRc
3/9/202407:55:08;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP01c;COM01,COM02,COM04;EE06,EE08;DA03,;HT01a,HT01i,HT01k;EVA01b,EVA01d,EVA02c;DEa03;;APRd
3/9/202407:55:12;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM01;EE01;DA02a;HT01f;EVA01a,EVA01c,EVA02c;DEa03;;APRb
3/9/202407:55:25;ISI;A;ALGORITMO Y ESTRUCTURA DE DATOS;CAP02a;COM01,COM03;EE05,EE08;DA03,;HT01a,HT01b,HT01i;EVA01b,EVA01d,EVA01f,EVA02b;DEa03;;APRc,APRe
3/9/202407:55:33;IQ;A;QUÍMICA;CAP01a;COM02,COM03,COM05;EE03,EE06,EE09,EE10;DA02b;HT01i;EVA01a,EVA01b,EVA01d,EVA01h,EVA02b;DEa02;DEb01;APRb
3/9/202407:55:38;IQ;A;QUÍMICA;CAP01a;COM01,COM02;EE03,EE08,EE09,EE10;DA01a;HT01f,HT01l;EVA01a,EVA01b,EVA02c;DEa02;DEb01;APRa,APRb
3/9/202407:55:43;IQ;A;QUÍMICA;CAP02c;COM03,COM05;EE05,EE09,EE10;DA02b;HT02;EVA01b,EVA01d,EVA01f,EVA02b;DEa02;DEb01;APRb
3/9/202407:55:46;IQ;A;QUÍMICA;CAP01c;COM04;EE04,EE05,EE06,EE09,EE10;DA02a;HT01i;EVA01b,EVA01d,EVA01f,EVA02c;DEa02;DEb01;APRb
3/9/202407:55:51;IQ;A;QUÍMICA;CAP01a;COM01,COM04,COM06;EE05,EE06,EE09,EE10;DA01a;HT01a;EVA01b,EVA01f,EVA02c;DEa01;DEb01,DEb03,DEb04;APRb
3/9/202407:55:54;IQ;A;QUÍMICA;CAP02a;COM01,COM03;EE04,EE05,EE06,EE09,EE10;DA02a;HT01a,HT01b;EVA01b,EVA01d,EVA01f,EVA02c;DEa01;DEb01;APRa,APRb,APRc,APRe
3/9/202407:55:58;IQ;A;QUÍMICA;CAP01c;COM01,COM03,COM04;EE03,EE05,EE06,EE08,EE09,EE10;DA01a;HT01a;EVA01b,EVA01d,EVA01e,EVA02c;DEa03;;APRa,APRb,APRe
3/9/202407:56:03;ISI;A;ANÁLISIS MATEMÁTICO;CAP01a;COM01,COM02;EE01;DA01a;HT01i;EVA01a,EVA01b,EVA02a;DEa01;DEb02;APRa
3/9/202407:56:07;ISI;1roA;ANÁLISIS MATEMÁTICO;CAP01a;COM06;EE05;DA01b;HT02;EVA01b,EVA02b;DEa02;DEb01;APRb
3/9/202407:56:12;IQ;A;QUÍMICA;CAP01c;COM01,COM03,COM04;EE04,EE08,EE09;DA01a;HT02;EVA01b,EVA01d,EVA01f,EVA02c;DEa02;DEb01;APRd
3/9/202407:56:21;IQ;A;QUÍMICA;CAP02b;COM04;EE08,EE09,EE10;DA03,;HT01a;EVA01b,EVA01d,EVA01f,EVA02c;DEa03;;APRb
3/9/202407:56:24;IQ;A;QUÍMICA;CAP02a;COM01;EE04,EE08,EE09;DA02b;HT01a;EVA01b,EVA02c;DEa03;;APRa,APRb
